name,description,ingredients,steps,tags,minutes,id
Kurkuri Bhindi (Crispy Okra Or Fry Bhindi),"Hello, friendÄ¶ how are you all? Hope all will be fine. †I return from very long time to create good tasty and healthy recipe. I had a no time, but many followers told me that you did not post any recipe for long time. My son is 1.5 months old so couldnÄôt get time.","250 gm Okra (cut into long strip),Oil for frying,Ω tsp Turmeric powder,1 tsp Cumin coriander powder,2 tsp Red chilli powder,Pinch of Asafoetida,Salt to taste,2 tsp Sugar powder (optional),Ω tsp Chat masala,Ω tsp Amchur powder,1 tsp Garam masala,1 tbsp Besan","Cut okra into a long strip and keep aside.,Sprinkle all spices on it and mix with spoon.,Now Sprinkle besan and mix well.,Keep aside for 40-45 minutes.,Heat oil in a pan and fry it.,Fry till it appears crispy.,Serve with kadhi and chapatti.",Vegetables,20,114
Rotli nu Shaak (LeftOver Recipe),,"6-7 Rotli (Left Over),500 ml Butter milk,1 onion (finely chopped),,2 tbsp Oil,º tbsp mustard seeds,1 tbsp Garlic chutney,º tsp Turmeric powder,1 tbsp Red chili powder,Salt to taste,","Make small pieces of leftover roti.,Now heat oil in a pan at medium flame.,Add mustard seeds in it. When it is splutter, add onion and stir well.,When onion becomes light pink, add garlic chutney, turmeric powder, roti and salt.,Stir it well and add buttermilk according requirements.,When it is boiled, remove from flame.,Serve hot.",Snacks,120,115
Recipe Name,Description,Ingredients,Instructions,Filed Under,20,116
 Dhokla,Traditional steamed lentil cakes,"1 cup Besan (chickpea flour), 1/4 cup Semolina, 1/2 cup Yogurt, 1 tsp Turmeric powder, 1 tbsp Ginger-green chili paste, Salt to taste, 1 tsp Eno (fruit salt), 1 tbsp Oil, 1 tsp Mustard seeds, 1 tsp Sesame seeds, 2 tbsp Chopped coriander leaves, 2 tbsp Grated coconut, 1 Green chili (sliced), 1 tsp Lemon juice","1. In a mixing bowl, combine besan, semolina, and yogurt. 2. Add turmeric powder, ginger-green chili paste, and salt. Mix well to form a smooth batter. 3. Allow the batter to rest for 30 minutes. 4. Grease a steamer or dhokla plates. 5. Add Eno to the batter and mix well. 6. Pour the batter into the greased plates. Steam for 15-20 minutes until dhokla is cooked. 7. In a pan, heat oil and add mustard seeds, sesame seeds, and green chili. 8. Once they splutter, pour this tempering over the steamed dhokla. 9. Garnish with chopped coriander leaves, grated coconut, and lemon juice. 10. Cut into squares and serve.",Snacks,50,117
Undhiyu,Traditional mixed vegetable dish,"1 cup Surati papdi (hyacinth beans), 1 cup Surti lilva (pigeon peas), 1 cup Small brinjals (halved), 1 cup Sweet potatoes (cubed), 1 cup Purple yam (cubed), 1 cup Green beans (chopped), 1 cup Fresh tuvar (pigeon pea pods), 1 cup Potatoes (cubed), 1 cup Raw bananas (cubed), 1/2 cup Fresh coriander leaves (chopped), 1/4 cup Fresh coconut (grated), 2 tbsp Sesame seeds, 2 tbsp Peanuts, 2 tbsp Jaggery (grated), 3 tbsp Oil, 1 tsp Mustard seeds, 1 tsp Cumin seeds, 1/2 tsp Asafoetida, 1 tbsp Ginger-green chili paste, 1 tsp Turmeric powder, 2 tsp Coriander-cumin powder, Salt to taste","1. Prepare all the vegetables and keep aside. 2. In a pan, dry roast sesame seeds and peanuts until golden. 3. Grind the roasted sesame seeds and peanuts to make a coarse powder. 4. Heat oil in a large pot. Add mustard seeds, cumin seeds, and asafoetida. 5. Add ginger-green chili paste and sautÈ for a minute. 6. Add all the vegetables, turmeric powder, coriander-cumin powder, and salt. Mix well. 7. Cover and cook on low heat until the vegetables are tender. 8. Once the vegetables are cooked, add the ground sesame-peanut powder, grated coconut, and chopped coriander leaves. 9. Mix well and cook for an additional 5 minutes. 10. Garnish with grated jaggery and serve hot.",,60,118
Fafda,Crispy gram flour strips,"2 cups Gram flour (besan), 1/4 cup Semolina, 1 tsp Red chili powder, 1/2 tsp Turmeric powder, 1/2 tsp Baking soda, Salt to taste, 1 tbsp Oil, Water (as needed), Oil for frying","1. In a bowl, mix gram flour, semolina, red chili powder, turmeric powder, baking soda, salt, and oil. 2. Gradually add water to form a smooth, stiff dough. 3. Heat oil in a pan for frying. 4. Roll out portions of the dough into thin strips (fafda). 5. Deep-fry until golden and crispy. 6. Serve with green chutney and jalebi.",,40,119
Handvo,Savory lentil cake,"1 cup Rice, 1/2 cup Toor dal, 1/4 cup Chana dal, 1/4 cup Urad dal, 1/2 cup Yogurt, 1/2 cup Bottle gourd (grated), 1/4 cup Carrot (grated), 1/4 cup Green peas, 1/4 cup Corn kernels, 1 tbsp Ginger-green chili paste, 1/2 tsp Turmeric powder, 1 tsp Red chili powder, 1 tsp Mustard seeds, 1 tsp Cumin seeds, 2 tbsp Oil, Salt to taste","1. Soak rice and dals together for 5-6 hours. Grind to make a thick batter. 2. Add yogurt, grated bottle gourd, carrot, green peas, corn, ginger-green chili paste, turmeric powder, red chili powder, and salt. Mix well. 3. In a tempering pan, heat oil and add mustard seeds and cumin seeds. 4. Pour the tempering into the batter and mix. 5. Pour the batter into a greased pan and bake until golden brown. 6. Slice and serve.","Vegetarian, Main Course, Healthy",10,120
Khandvi,Soft gram flour rolls,"1 cup Gram flour (besan), 1 cup Yogurt, 1/2 tsp Turmeric powder, 1 tsp Ginger-green chili paste, Salt to taste, 1 tbsp Oil, 1 tsp Mustard seeds, 1 tsp Cumin seeds, 1/2 tsp Asafoetida, 2 tbsp Fresh coconut (grated), 2 tbsp Coriander leaves (chopped)","1. Mix gram flour, yogurt, turmeric powder, ginger-green chili paste, and salt. 2. Cook the mixture on low heat until it thickens. 3. Quickly spread a thin layer on a greased surface. 4. Once set, cut into strips and roll into rolls. 5. For tempering, heat oil and add mustard seeds, cumin seeds, and asafoetida. 6. Pour over the rolls. 7. Garnish with grated coconut and chopped coriander leaves. 8. Serve chilled.",Snacks,10,121
Gujarati Kadhi,Yogurt-based soup,"1 cup Yogurt, 2 tbsp Besan (gram flour), 1/2 tsp Turmeric powder, 1 tsp Ginger-green chili paste, Salt to taste, 1 tbsp Ghee, 1 tsp Mustard seeds, 1 tsp Cumin seeds, 1/2 tsp Fenugreek seeds, 2 Dried red chilies, 5-6 Curry leaves, 2 tbsp Fresh coriander leaves (chopped)","1. Whisk yogurt, besan, turmeric powder, ginger-green chili paste, and salt. 2. In a pan, heat ghee and add mustard seeds, cumin seeds, fenugreek seeds, dried red chilies, and curry leaves. 3. Pour the yogurt mixture into the pan and cook on low heat until it thickens. 4. Garnish with chopped coriander leaves. 5. Serve with rice or khichdi.","Vegetarian, Soup, Comfort Food",45,122
Thepla,Spiced flatbread with fenugreek,"2 cups Whole wheat flour, 1/2 cup Gram flour (besan), 1/2 cup Fenugreek leaves (finely chopped), 1/2 cup Yogurt, 1 tsp Ginger-green chili paste, 1/2 tsp Turmeric powder, 1 tsp Red chili powder, 1 tsp Cumin powder, Salt to taste, 1 tbsp Oil, Water (as needed), Ghee (for cooking)","1. In a bowl, mix whole wheat flour, gram flour, fenugreek leaves, yogurt, ginger-green chili paste, turmeric powder, red chili powder, cumin powder, salt, and oil. 2. Knead into a soft dough using water. 3. Divide the dough into small balls. 4. Roll each ball into a flatbread (thepla). 5. Cook on a hot griddle with ghee until golden brown. 6. Serve with yogurt or pickles.",Bread,12,123
Gujarati Dal,Sweet and tangy lentil soup,"1 cup Toor dal, 1/2 cup Yellow moong dal, 1 tsp Ginger-green chili paste, 1/2 tsp Turmeric powder, 1/2 tsp Mustard seeds, 1/2 tsp Cumin seeds, 1/4 tsp Asafoetida, 2 Dried red chilies, 5-6 Curry leaves, 2 tbsp Jaggery, Tamarind pulp (to taste), Salt to taste, 2 tbsp Fresh coriander leaves (chopped)","1. Cook toor dal and moong dal with turmeric powder until soft. 2. In a pan, heat oil and add mustard seeds, cumin seeds, asafoetida, dried red chilies, and curry leaves. 3. Add ginger-green chili paste and sautÈ. 4. Pour the cooked dal into the pan. 5. Add jaggery, tamarind pulp, and salt. 6. Simmer until flavors blend. 7. Garnish with chopped coriander leaves. 8. Serve with rice or chapati.","Vegetarian, Soup, Comfort Food",12,124
Gathiya,Crispy chickpea flour strands,"2 cups Besan (gram flour), 1/2 tsp Ajwain (carom seeds), 1/2 tsp Baking soda, Salt to taste, 1/4 cup Oil, Water (as needed), Oil for frying","1. Mix besan, ajwain, baking soda, salt, and oil. 2. Gradually add water to form a smooth, stiff dough. 3. Use a sev press to make thin strands (gathiya). 4. Heat oil for frying and deep-fry until golden brown. 5. Drain excess oil and cool. 6. Store in an airtight container.",Snacks,45,125
Kadhi Khichdi,Comforting one-pot meal,"1 cup Rice, 1/2 cup Toor dal, 1/2 cup Moong dal, 1 cup Mixed vegetables (carrots, peas, beans), 1/2 cup Yogurt, 1/2 tsp Turmeric powder, 1 tsp Ginger-green chili paste, Salt to taste, 1 tbsp Ghee, 1 tsp Mustard seeds, 1 tsp Cumin seeds, 2 Dried red chilies, 5-6 Curry leaves, 2 tbsp Fresh coriander leaves (chopped)","1. Wash rice and dals together. 2. In a pressure cooker, combine rice, dals, mixed vegetables, yogurt, turmeric powder, ginger-green chili paste, and salt. 3. Pressure cook until done. 4. In a pan, heat ghee and add mustard seeds, cumin seeds, dried red chilies, and curry leaves. 5. Pour the tempering over the khichdi. 6. Garnish with chopped coriander leaves. 7. Serve hot.","Vegetarian, Main Course, Comfort Food",78,126
Dabeli,Spicy and tangy stuffed burger,"4 Pav (burger buns), 4 Potatoes (boiled and mashed), 1/2 cup Roasted peanuts, 1/4 cup Pomegranate seeds, 2 tbsp Dabeli masala, 2 tbsp Tamarind-date chutney, 2 tbsp Garlic chutney, 1/4 cup Sev, 2 tbsp Oil, Salt to taste, Butter (for toasting)","1. In a pan, heat oil and add mashed potatoes, dabeli masala, and salt. Cook until well combined. 2. Slice the pav horizontally without cutting all the way through. 3. Spread garlic chutney on one side and tamarind-date chutney on the other. 4. Stuff the pav with the potato mixture. 5. Heat a griddle and toast the stuffed pav with butter. 6. Garnish with roasted peanuts, pomegranate seeds, and sev. 7. Serve hot.","Snacks, Vegetarian, Street Food",121,127
Methi Thepla Wrap,Flatbread roll with fenugreek,"6 Methi Thepla (spiced flatbreads), 1 cup Paneer (grated), 1/2 cup Capsicum (sliced), 1/2 cup Onion (sliced), 1/4 cup Tomato (chopped), 1/4 cup Coriander leaves (chopped), 1 tsp Chaat masala, 1/2 tsp Cumin powder, Salt to taste, 2 tbsp Oil","1. Heat oil in a pan and sautÈ sliced capsicum and onion until tender. 2. Add grated paneer, chopped tomatoes, chaat masala, cumin powder, and salt. Mix well. 3. Warm the methi thepla. 4. Place a thepla on a flat surface and add the paneer mixture in the center. 5. Sprinkle chopped coriander leaves. 6. Roll the thepla into a wrap. 7. Repeat for the remaining theplas. 8. Serve as a delicious methi thepla wrap.","Main Course, Vegetarian, Healthy",20,128
Bhakri Pizza,Flatbread pizza with Gujarati twist,"4 Bhakri (sorghum flatbreads), 1/2 cup Tomato (sliced), 1/2 cup Bell peppers (sliced), 1/2 cup Onion (sliced), 1/2 cup Paneer (cubed), 1/2 cup Pizza sauce, 1 cup Mozzarella cheese (grated), 1 tsp Red chili flakes, 1 tsp Oregano, Salt to taste, 2 tbsp Oil","1. Preheat the oven to 200∞C (392∞F). 2. Place bhakris on a baking sheet. 3. Spread pizza sauce on each bhakri. 4. Layer with sliced tomatoes, bell peppers, onions, and paneer cubes. 5. Sprinkle grated mozzarella cheese, red chili flakes, oregano, and salt. 6. Bake in the oven until the cheese is melted and bubbly. 7. Remove from the oven, slice, and serve.","Snacks, Vegetarian, Fusion",21,129
 Tawa Pulao,Spiced rice stir-fry,"2 cups Cooked rice, 1/2 cup Mixed vegetables (peas, carrots, beans), 1/2 cup Capsicum (sliced), 1/2 cup Onion (chopped), 2 Tomatoes (chopped), 2 tbsp Pav Bhaji masala, 1 tsp Red chili powder, 1/2 tsp Cumin seeds, 2 tbsp Ghee, Salt to taste, Fresh coriander leaves (chopped)","1. In a pan, heat ghee and add cumin seeds. 2. Add chopped onions and sautÈ until golden brown. 3. Add sliced capsicum, mixed vegetables, and chopped tomatoes. Cook until the vegetables are tender. 4. Add pav bhaji masala, red chili powder, and salt. Mix well. 5. Add cooked rice and stir-fry until the rice is well coated with the masala. 6. Garnish with chopped coriander leaves. 7. Serve hot.","Main Course, Vegetarian, Quick",20,130
Dal Dhokli,Wheat flour dumplings in lentil soup,"1 cup Toor dal, 1 cup Wheat flour, 1/2 tsp Turmeric powder, 1 tsp Red chili powder, 1 tsp Cumin-coriander powder, 1 tsp Ginger-garlic paste, 2 tbsp Jaggery, Salt to taste, 1 tbsp Ghee, 1 tsp Mustard seeds, 1 tsp Cumin seeds, 5-6 Curry leaves, Fresh coriander leaves (chopped)","1. Cook toor dal with turmeric powder and salt until soft. 2. In a bowl, mix wheat flour, red chili powder, cumin-coriander powder, ginger-garlic paste, and salt. 3. Knead into a soft dough and roll into small dumplings (dhokli). 4. Add the dhokli to the cooked dal and simmer until the dhokli is cooked. 5. In a tempering pan, heat ghee and add mustard seeds, cumin seeds, and curry leaves. 6. Pour the tempering over the dal dhokli. 7. Add jaggery and mix well. 8. Garnish with chopped coriander leaves. 9. Serve hot.","Vegetarian, Soup, Comfort Food",120,131
Gujarati Khandvi Rolls,Soft gram flour rolls with a twist,"Gujarati Khandvi (as per previous recipe), 1 cup Grated paneer, 1/2 cup Mixed bell peppers (finely chopped), 1/4 cup Fresh coriander leaves (chopped), 1 tbsp Olive oil, Salt and pepper to taste","1. Prepare Gujarati Khandvi as per the previous recipe. 2. In a pan, heat olive oil, add mixed bell peppers, and sautÈ until soft. 3. Add grated paneer, salt, and pepper to the mixture. 4. Spread the paneer and bell pepper mixture on the khandvi sheets. 5. Roll the sheets into khandvi rolls. 6. Garnish with chopped coriander leaves. 7. Serve as delightful khandvi rolls.","Snacks, Vegetarian, Fusion, Quick",10,132
Mohantal,Gram flour fudge with ghee and nuts,"Gram Flour (Besan), Ghee, Milk, Sugar, Cardamom Powder, Nuts (Almonds, Cashews), Saffron Strands",1. Roast gram flour in ghee. 2. Boil milk and sugar. 3. Combine the mixtures. 4. Add cardamom powder and nuts. 5. Set in a greased tray.,"Mohantal, Fudge, Sweet, Traditional",20,133
Basundi,Rich and creamy condensed milk dessert,"Milk, Sugar, Cardamom Powder, Nuts (Almonds, Pistachios), Saffron Strands",1. Boil milk. 2. Simmer and reduce. 3. Add sugar and cardamom powder. 4. Top with nuts and saffron. 5. Chill and serve.,"Basundi, Condensed Milk, Dessert, Festive",50,134
Gulab Jamun,Deep-fried milk dumplings in sugar syrup,"Milk Powder, All-Purpose Flour, Ghee, Milk, Yogurt, Sugar, Baking Soda, Cardamom Powder, Rose Water, Oil, Sugar Syrup",1. Make dough balls. 2. Fry until golden. 3. Soak in sugar syrup. 4. Garnish with cardamom and rose water.,"Gulab Jamun, Dessert, Sweet, Diwali",60,135
Shrikhand,Sweet strained yogurt dessert,"Yogurt, Sugar, Saffron Strands, Cardamom Powder, Nuts (Almonds, Pistachios)","1. Strain yogurt. 2. Add sugar, saffron, and cardamom powder. 3. Chill and garnish with nuts.","Shrikhand, Yogurt Dessert, Sweet, Refreshing",40,136
Kaju Katli,Cashew fudge squares,"Cashews, Sugar, Ghee, Water, Cardamom Powder, Silver Edible Foil",1. Grind cashews into powder. 2. Make sugar syrup. 3. Combine and cook to a dough. 4. Flatten and cut into squares. 5. Decorate with silver foil.,"Kaju Katli, Cashew Fudge, Sweet, Treat",10,137
Ghevar,Festive Rajasthani sweet disc,"All-Purpose Flour, Ghee, Milk, Ice Water, Sugar, Saffron Strands, Cardamom Powder, Ghee for frying, Rabri (optional)",1. Prepare batter. 2. Deep-fry in layers. 3. Soak in sugar syrup. 4. Optional: Top with rabri and nuts.,"Ghevar, Festival Sweet, Traditional",45,138
Jalebi,Deep-fried spiral-shaped sweet,"Maida (All-Purpose Flour), Yogurt, Sugar, Saffron Strands, Cardamom Powder, Lemon Juice, Orange Food Color, Ghee for frying, Sugar Syrup",1. Make batter. 2. Deep-fry in spiral shapes. 3. Soak in saffron-flavored sugar syrup.,"Jalebi, Sweet, Spiral, Diwali",12,139
Doodhpak,Rice and milk pudding,"Rice, Milk, Sugar, Cardamom Powder, Nuts (Almonds, Cashews), Saffron Strands, Ghee","1. Boil rice in milk. 2. Add sugar, cardamom, and saffron. 3. Simmer until creamy. 4. Top with nuts and serve.","Doodhpak, Rice Pudding, Dessert, Festive",12,140
Churma Ladoo,Sweet wheat flour dumplings,"Wheat Flour, Ghee, Jaggery, Cardamom Powder, Nuts (Almonds, Cashews)",1. Heat ghee. 2. Roast wheat flour. 3. Add jaggery and cardamom. 4. Shape into ladoos. 5. Garnish with nuts.,"Churma Ladoo, Sweet Dumplings, Traditional",45,141
Methi Masala Khakhra,Thin crackers with wheat flour and fenugreek leaves,"Wheat Flour, Fenugreek Leaves (Methi), Oil, Water, Salt",1. Prepare dough. 2. Roll out thin discs. 3. Cook on a griddle. 4. Spice with masala blend.,"Khakhra, Snack, Healthy",78,142
Vaal Nu Shaak,Spicy curry made with field beans,"Field Beans (Vaal), Oil, Cumin Seeds, Asafoetida (Hing), Turmeric Powder, Red Chili Powder, Coriander-Cumin Powder, Garam Masala, Green Chilies, Tomatoes, Ginger-Garlic Paste, Cilantro Leaves, Salt",1. Cook field beans. 2. Prepare masala. 3. Combine and simmer. 4. Garnish with cilantro.,"Shaak, Curry, Spicy",121,143
Bharela Bhinda,Okra stuffed with spiced gram flour mixture,"Okra, Besan (Gram Flour), Turmeric Powder, Red Chili Powder, Coriander Powder, Amchur (Dried Mango Powder), Garam Masala, Salt, Oil",1. Slit okra. 2. Stuff with besan mixture. 3. Roast until crispy. 4. Stuffed Okra.,"Side Dish, Spicy",20,144
Matar Kachori,Spicy green pea-filled deep-fried pastries,"All-Purpose Flour, Green Peas, Green Chilies, Ginger, Garlic, Asafoetida (Hing), Cumin Seeds, Coriander-Cumin Powder, Turmeric Powder, Garam Masala, Salt, Oil, Water",1. Knead dough. 2. Make spicy pea filling. 3. Shape and deep-fry. 4. Kachori.,"Snack, Spicy",20,145
Gota,Fried dumplings made with gram flour and spices,"Gram Flour (Besan), Yogurt, Ginger-Green Chili Paste, Turmeric Powder, Asafoetida (Hing), Baking Soda, Fenugreek Leaves (Methi), Coriander Leaves, Salt, Oil, Water","1. Mix besan, yogurt, and spices. 2. Drop spoonfuls into hot oil. 3. Fry until golden. 4. Drain excess oil. 5. Gota.","Snack, Fritters",120,146
Doodhpak Ice Cream,Fusion dessert combining traditional doodhpak with ice cream,"Milk, Rice, Ghee, Sugar, Cardamom Powder, Nuts (Almonds, Cashews), Saffron Strands, Vanilla Ice Cream","1. Boil rice in milk. 2. Add sugar, cardamom, and nuts. 3. Cool and fold in ice cream. 4. Freeze until set.","Dessert, Fusion",10,147
